invoice_id,item_id,quantity
8546,0-302-41872-5,4
8546,0-18-258946-3,4
8547,0-18-258946-3,4
8547,1-118-05964-6,4
8547,0-239-93663-9,1
8547,1-4083-0399-X,4
8547,1-129-18864-7,1
8547,0-592-74293-8,2
8547,0-476-73108-9,3
8547,0-383-11312-1,1
8548,1-4476-3417-9,3
8548,1-5437-3256-9,2
8548,1-208-92581-4,1
8549,1-129-18864-7,4
8549,1-04-310548-4,1
8549,0-88310-438-5,3
8549,1-82092-463-7,2
8549,1-65593-056-7,2
8550,1-5339-0165-1,2
8550,1-4083-0399-X,2
8550,0-365-25576-9,1
8550,1-60642-190-5,3
8550,1-222-32214-5,3
8551,1-69103-395-2,2
8551,1-933260-00-9,2
8551,1-320-98453-3,3
8551,0-489-42461-9,4
8551,1-60642-190-5,4
8551,1-00-166641-0,3
8551,0-9514693-2-0,3
8551,0-248-44413-1,2
8551,0-05-597353-1,1
8552,0-9878492-7-1,2
8552,1-5437-3256-9,2
8552,1-4257-3976-8,3
8552,1-890677-17-5,4
8552,0-458-05510-7,4
8553,0-688-92085-3,4
8553,0-8216-5501-9,4
8554,0-88310-438-5,4
8554,1-59157-301-7,2
8555,1-64504-451-3,3
8555,0-7631-7289-8,2
8555,0-489-42461-9,2
8555,1-4257-3976-8,2
8555,0-01-717479-1,4
8555,1-04-310548-4,4
8556,1-118-05964-6,4
8556,0-14-678009-4,4
8556,0-383-11312-1,4
8556,1-4467-6096-0,3
8556,1-4274-3175-2,2
8556,1-4545-6428-8,2
8556,0-7141-8546-9,1
8557,1-158-30233-9,4
8557,1-278-82083-3,4
8557,0-311-52527-X,1
8557,0-7141-8546-9,1
8557,0-682-99878-8,4
8557,1-59126-379-4,1
8557,1-4274-3175-2,3
8557,1-184-45618-6,2
8557,1-56486-493-6,4
8558,0-02-947686-0,4
8558,1-118-05964-6,4
8558,0-18-258946-3,2
8558,1-229-04757-3,3
8559,1-237-95200-X,1
8559,1-01-376732-2,2
8560,1-70408-579-9,2
8560,0-351-94756-6,2
8561,1-83164-707-9,4
8561,0-9514693-2-0,1
8561,0-18-258946-3,1
8561,1-04-310548-4,4
8561,1-965813-56-9,1
8562,1-129-18864-7,4
8562,1-75223-297-6,4
8562,0-06-087973-4,2
8562,1-83164-707-9,3
8562,0-257-20790-2,3
8562,0-311-52527-X,3
8562,0-577-58554-1,3
8563,0-239-93663-9,1
8563,1-64504-451-3,3
8563,1-4274-3175-2,2
8564,1-00-166641-0,4
8564,1-71447-910-2,1
8565,1-65593-056-7,4
8565,1-354-00803-0,4
8565,0-86177-963-0,4
8566,0-8189-0617-0,2
8566,1-222-32214-5,3
8566,0-9878492-7-1,4
8566,1-01-376732-2,2
8566,1-890677-17-5,3
8566,1-4083-0399-X,4
8566,0-02-380423-8,3
8566,1-5437-3256-9,4
8566,0-351-94756-6,1
8567,0-9878492-7-1,1
8567,0-311-52527-X,3
8567,0-05-597353-1,1
8567,0-7127-8604-X,1
8568,1-5220-1394-6,2
8568,1-158-30233-9,3
8568,1-4494-5955-2,1
8568,0-383-11312-1,3
8568,1-69103-395-2,1
8569,0-18-258946-3,1
8569,1-129-18864-7,1
8570,1-70408-579-9,3
8570,1-59157-301-7,3
8570,0-248-44413-1,4
8570,1-4257-3976-8,2
8570,1-5220-1394-6,4
8570,0-88310-438-5,1
8570,0-592-74293-8,2
8571,0-539-97347-5,1
8571,0-248-44413-1,3
8571,0-8007-9637-3,4
8572,1-69103-395-2,2
8572,0-8007-9637-3,3
8572,0-06-087973-4,4
8572,1-01-376732-2,1
8572,1-60642-190-5,3
8573,0-577-58554-1,3
8573,0-667-81667-4,4
8573,0-682-99878-8,2
8573,1-4257-3976-8,1
8573,1-75223-297-6,4
8573,0-469-21982-3,2
8573,1-5437-3256-9,1
8574,0-14-678009-4,1
8574,0-16-871315-2,1
8574,0-9514693-2-0,4
8574,1-4257-3976-8,4
8574,0-7141-8546-9,2
8574,0-489-42461-9,2
8574,0-248-44413-1,2
8574,0-18-258946-3,3
8574,1-01-376732-2,4
8575,0-289-91901-0,1
8575,1-71447-910-2,4
8575,1-884638-12-0,4
8575,0-311-52527-X,1
8575,1-4467-6096-0,1
8575,1-237-95200-X,1
8576,1-4407-1966-7,4
8576,1-237-95200-X,1
8576,1-83164-707-9,2
8576,0-248-44413-1,1
8576,1-4274-3175-2,3
8576,1-59157-301-7,4
8577,0-7141-8546-9,3
8577,0-248-44413-1,3
8577,1-4467-6096-0,1
8577,1-5437-3256-9,4
8577,1-965813-56-9,3
8577,1-107-39856-8,1
8578,0-383-11312-1,1
8578,1-118-05964-6,2
8578,0-05-597353-1,1
8579,1-227-05897-7,2
8579,1-69103-395-2,4
8579,1-9751-8430-0,2
8579,0-9878492-7-1,2
8579,1-4407-1966-7,3
8579,1-4494-5955-2,2
8579,0-489-42461-9,1
8580,0-87173-237-8,3
8580,0-447-44840-4,4
8580,0-668-16718-1,4
8580,1-207-93326-0,2
8580,0-257-20790-2,3
8580,0-12-286448-4,1
8580,1-5437-3256-9,2
8580,0-493-95641-7,2
8581,1-239-86834-0,3
8581,0-469-21982-3,3
8581,1-884638-12-0,3
8582,1-04-310548-4,1
8582,1-184-45618-6,3
8582,0-489-42461-9,1
8582,1-227-05897-7,2
8582,1-67482-003-8,2
8582,0-596-89331-0,2
8583,0-311-52527-X,4
8583,0-8189-0617-0,2
8583,1-84426-958-2,4
8583,0-9878492-7-1,2
8583,1-4476-3417-9,2
8584,0-289-91901-0,3
8584,1-4083-0399-X,1
8585,1-04-310548-4,4
8585,1-207-93326-0,3
8586,0-12-286448-4,2
8586,1-00-166641-0,2
8586,1-354-00803-0,3
8587,0-688-92085-3,2
8587,0-365-25576-9,3
8587,1-884638-12-0,2
8588,0-06-087973-4,3
8588,1-01-376732-2,2
8589,1-4545-6428-8,2
8589,0-14-678009-4,2
8589,1-66068-167-7,3
8589,1-75223-297-6,1
8589,1-4083-0399-X,3
8589,1-01-376732-2,1
8589,0-7631-7289-8,4
8589,1-129-18864-7,1
8589,1-164-11369-0,3
8590,0-257-20790-2,4
8590,1-84426-958-2,3
8590,0-668-16718-1,2
8590,1-4407-1966-7,4
8591,0-942663-19-5,3
8591,1-59126-379-4,4
8591,0-577-58554-1,3
8591,0-8216-5501-9,2
8591,1-00-166641-0,3
8591,1-4257-3976-8,4
8592,1-66068-167-7,1
8592,0-14-678009-4,1
8592,1-04-310548-4,3
8592,1-4467-6096-0,4
8592,1-4274-3175-2,2
8592,0-942663-19-5,4
8593,1-164-11369-0,2
8593,0-14-678009-4,2
8593,0-7127-8604-X,2
8593,1-82092-463-7,1
8593,1-60642-190-5,4
8594,0-383-11312-1,1
8594,1-59126-379-4,2
8594,0-682-99878-8,3
8594,0-02-380423-8,4
8594,1-00-166641-0,2
8595,1-4407-1966-7,3
8595,1-207-93326-0,4
8595,0-02-947686-0,3
8596,0-596-89331-0,2
8596,0-539-97347-5,1
8597,1-5339-0165-1,2
8597,1-118-05964-6,4
8597,1-208-92581-4,2
8597,0-458-05510-7,1
8598,1-118-05964-6,3
8598,1-129-18864-7,3
8598,0-248-44413-1,1
8598,1-70408-579-9,4
8598,0-8153-0450-1,4
8598,0-539-97347-5,1
8598,0-476-73108-9,4
8599,1-4274-3175-2,3
8599,0-365-25576-9,1
8600,1-164-11369-0,2
8600,1-208-92581-4,3
8600,0-592-74293-8,4
8600,0-8189-0617-0,2
8600,0-667-81667-4,1
8600,1-207-93326-0,3
8600,1-56486-493-6,3
8600,0-289-91901-0,3
8601,1-237-95200-X,4
8601,0-351-94756-6,2
8602,0-383-11312-1,4
8602,1-354-00803-0,4
8602,1-84426-958-2,4
8602,1-04-310548-4,1
8602,1-884638-12-0,2
8602,1-59126-379-4,3
8603,1-59157-301-7,1
8603,0-18-258946-3,3
8603,0-493-95641-7,3
8603,1-4494-5955-2,2
8604,0-9878492-7-1,1
8604,1-237-95200-X,3
8604,1-4545-6428-8,3
8605,1-320-98453-3,4
8605,1-5339-0165-1,2
8605,1-67482-003-8,2
8605,0-7127-8604-X,4
8605,0-8216-5501-9,2
8605,0-592-74293-8,4
8605,1-107-39856-8,2
8606,0-942663-19-5,4
8606,0-9514693-2-0,2
8606,0-667-81667-4,2
8606,1-9751-8430-0,1
8606,0-239-93663-9,4
8606,1-890677-17-5,1
8607,0-8189-0617-0,3
8607,0-8153-0450-1,3
8607,0-8007-9637-3,4
8607,0-383-11312-1,4
8607,1-107-39856-8,2
8607,0-476-73108-9,1
8607,1-00-096050-1,3
8607,1-59157-301-7,3
8608,1-01-376732-2,1
8608,0-8153-0450-1,1
8608,0-86177-963-0,2
8608,0-668-16718-1,1
8609,0-7127-8604-X,3
8609,1-04-310548-4,3
8609,1-890677-17-5,1
8609,1-237-95200-X,3
8609,1-00-096050-1,3
8609,1-4457-9816-6,4
8609,0-88310-438-5,1
8609,0-86177-963-0,3
8609,0-7141-8546-9,4
8610,1-5437-3256-9,1
8610,0-248-44413-1,3
8610,0-302-41872-5,2
8610,0-7141-8546-9,3
8610,1-4274-3175-2,3
8610,1-00-096050-1,2
8610,1-4407-1966-7,3
8611,0-232-08154-9,2
8611,1-5220-1394-6,2
8612,0-02-947686-0,3
8612,0-942663-19-5,1
8612,1-933260-00-9,1
8612,1-160-77306-8,3
8612,0-489-42461-9,3
8612,1-71447-910-2,4
8613,1-4274-3175-2,1
8613,1-04-310548-4,1
8613,0-8007-9637-3,2
8613,1-83164-707-9,2
8613,1-965813-56-9,4
8614,0-87173-237-8,2
8614,1-01-376732-2,2
8614,0-232-08154-9,2
8614,1-222-32214-5,4
8614,1-4494-5955-2,4
8614,0-8216-5501-9,1
8614,1-04-310548-4,1
8614,1-00-166641-0,2
8614,0-383-11312-1,4
8615,1-00-096050-1,2
8615,0-351-94756-6,4
8615,0-18-258946-3,2
8615,0-458-05510-7,3
8616,1-884638-12-0,1
8616,1-59157-301-7,1
8616,1-890677-17-5,1
8616,1-56486-493-6,2
8616,0-539-97347-5,3
8616,0-87173-237-8,2
8616,1-4467-6096-0,3
8616,0-302-41872-5,3
8617,0-7141-8546-9,1
8617,1-5339-0165-1,2
8617,1-59157-301-7,2
8617,1-933260-00-9,1
8617,0-577-58554-1,1
8618,0-351-94756-6,3
8618,0-302-41872-5,2
8618,0-365-25576-9,1
8619,1-884638-12-0,1
8619,0-18-258946-3,3
8619,1-4274-3175-2,2
8619,1-82092-463-7,3
8619,1-4494-5955-2,1
8619,1-158-30233-9,3
8619,1-4457-9816-6,2
8620,1-4545-6428-8,4
8620,0-87173-237-8,4
8620,1-5220-1394-6,3
8620,1-965813-56-9,3
8620,0-942663-19-5,2
8620,1-239-86834-0,4
8621,0-365-25576-9,3
8621,1-71447-910-2,3
8621,0-87173-237-8,1
8622,0-232-08154-9,4
8622,1-59126-379-4,1
8622,0-248-44413-1,4
8622,1-4494-5955-2,2
8622,0-18-258946-3,1
8622,0-7127-8604-X,3
8622,0-9514693-2-0,4
8623,1-67482-003-8,2
8623,1-4407-1966-7,4
8623,1-4545-6428-8,1
8624,1-66068-167-7,4
8624,0-88310-438-5,1
8624,1-164-11369-0,4
8624,0-7631-7289-8,2
8624,0-351-94756-6,1
8624,1-4494-5955-2,4
8625,0-8007-9637-3,3
8625,1-83164-707-9,4
8625,1-278-82083-3,1
8625,1-184-45618-6,4
8625,1-4257-3976-8,1
8625,0-16-871315-2,4
8625,1-158-30233-9,2
8625,1-164-11369-0,2
8626,0-9878492-7-1,1
8626,1-158-30233-9,1
8626,1-164-11369-0,4
8626,0-02-380423-8,4
8626,1-4545-6428-8,4
8626,0-458-05510-7,1
8626,0-365-25576-9,1
8626,1-107-39856-8,4
8627,0-596-89331-0,2
8627,1-71447-910-2,4
8627,1-60642-190-5,1
8627,1-118-05964-6,4
8628,1-75223-297-6,3
8628,1-67777-184-4,2
8628,0-14-678009-4,3
8628,0-239-93663-9,1
8628,1-320-98453-3,3
8628,1-4257-3976-8,4
8628,0-8216-5501-9,2
8629,1-65593-056-7,1
8629,0-16-871315-2,3
8629,1-4257-3976-8,4
8629,1-237-95200-X,1
8630,1-84426-958-2,3
8630,1-118-05964-6,4
8630,0-12-286448-4,3
8630,0-02-947686-0,4
8630,0-9514693-2-0,4
8630,1-164-11369-0,4
8630,0-365-25576-9,2
8631,1-4407-1966-7,1
8631,1-59126-379-4,3
8631,1-4083-0399-X,1
8631,1-4467-6096-0,1
8631,0-688-92085-3,4
8631,1-227-05897-7,2
8631,1-884638-12-0,3
8631,0-489-42461-9,4
8632,0-311-52527-X,2
8632,0-942663-19-5,4
8633,1-82092-463-7,2
8633,1-5220-1394-6,2
8633,1-229-04757-3,3
8633,1-01-376732-2,1
8633,1-884638-12-0,2
8633,1-354-00803-0,3
8633,0-7127-8604-X,3
8634,0-302-41872-5,2
8634,0-06-087973-4,2
8635,1-59126-379-4,4
8635,0-02-380423-8,2
8635,0-232-08154-9,3
8636,0-257-20790-2,1
8636,1-118-05964-6,2
8636,1-01-376732-2,3
8636,1-237-95200-X,2
8636,0-9514693-2-0,3
8636,0-14-678009-4,3
8636,0-447-44840-4,2
8636,0-8216-5501-9,2
8636,0-458-05510-7,3
8637,1-164-11369-0,1
8637,1-107-39856-8,3
8637,0-239-93663-9,2
8637,1-239-86834-0,4
8637,1-320-98453-3,4
8637,1-66068-167-7,4
8637,1-59126-379-4,2
8637,1-207-93326-0,3
8638,1-82092-463-7,1
8638,0-351-94756-6,3
8638,1-4083-0399-X,2
8639,0-02-947686-0,1
8639,0-383-11312-1,4
8639,1-118-05964-6,4
8639,1-75223-297-6,1
8640,1-4257-3976-8,1
8640,0-02-947686-0,1
8640,1-9751-8430-0,4
8640,1-4545-6428-8,1
8640,0-05-597353-1,3
8641,1-4407-1966-7,1
8641,1-59126-379-4,2
8641,0-365-25576-9,3
8641,0-02-380423-8,1
8641,0-9514693-2-0,1
8641,1-5220-1394-6,2
8641,1-4494-5955-2,4
8641,1-69103-395-2,3
8641,0-06-087973-4,1
8642,0-12-286448-4,3
8642,0-289-91901-0,2
8642,1-222-32214-5,4
8642,1-66068-167-7,1
8642,0-86177-963-0,1
8642,0-311-52527-X,4
8643,1-75223-297-6,4
8643,1-60642-190-5,1
8643,0-01-717479-1,2
8643,1-4457-9816-6,1
8643,0-539-97347-5,1
8643,0-7141-8546-9,1
8643,0-88310-438-5,3
8643,1-83164-707-9,4
8644,0-12-286448-4,1
8644,0-8189-0617-0,1
8644,1-5437-3256-9,3
8644,1-84426-958-2,2
8644,0-248-44413-1,4
8644,0-596-89331-0,3
8644,1-82092-463-7,1
8644,0-8216-5501-9,4
8645,0-14-678009-4,4
8645,0-596-89331-0,2
8645,0-311-52527-X,1
8645,0-577-58554-1,3
8646,0-458-05510-7,2
8646,0-01-717479-1,3
8647,0-476-73108-9,1
8647,1-67777-184-4,1
8648,0-592-74293-8,2
8648,0-7631-7289-8,4
8649,1-5437-3256-9,3
8649,1-9751-8430-0,1
8649,1-354-00803-0,4
8649,1-208-92581-4,4
8649,0-16-871315-2,1
8649,0-7631-7289-8,2
8649,1-965813-56-9,3
8649,1-00-166641-0,3
8650,1-158-30233-9,4
8650,0-87173-237-8,4
8650,0-16-871315-2,1
8650,1-208-92581-4,1
8650,1-933260-00-9,2
8650,0-667-81667-4,1
8650,1-354-00803-0,4
8650,1-69103-395-2,3
8651,1-00-096050-1,3
8651,1-184-45618-6,1
8651,1-965813-56-9,4
8651,0-7127-8604-X,3
8652,1-4545-6428-8,1
8652,1-00-166641-0,3
8652,1-118-05964-6,1
8652,0-539-97347-5,1
8652,1-5339-0165-1,2
8652,0-7141-8546-9,4
8653,0-8189-0617-0,1
8653,0-476-73108-9,3
8653,1-9751-8430-0,3
8653,1-4457-9816-6,3
8653,0-539-97347-5,4
8653,1-4257-3976-8,4
8653,1-04-310548-4,3
8654,0-02-380423-8,4
8654,0-239-93663-9,2
8654,1-354-00803-0,1
8654,0-447-44840-4,1
8654,1-00-096050-1,2
8654,1-4476-3417-9,4
8654,1-4083-0399-X,4
8654,0-232-08154-9,3
8655,1-4457-9816-6,2
8655,1-933260-00-9,3
8655,1-354-00803-0,2
8655,1-184-45618-6,4
8655,1-4494-5955-2,4
8655,1-71447-910-2,4
8655,0-88310-438-5,3
8656,0-8216-5501-9,2
8656,1-65593-056-7,1
8656,1-56486-493-6,2
8656,1-5437-3256-9,4
8656,0-01-717479-1,3
8657,0-493-95641-7,3
8657,1-158-30233-9,4
8657,1-66068-167-7,2
8657,0-302-41872-5,1
8657,1-82092-463-7,4
8657,0-447-44840-4,4
8657,0-489-42461-9,3
8657,1-84426-958-2,3
8658,1-278-82083-3,4
8658,1-227-05897-7,2
8658,0-668-16718-1,2
8658,1-04-310548-4,3
8659,1-00-096050-1,4
8659,0-06-087973-4,1
8659,1-890677-17-5,3
8659,1-4274-3175-2,2
8659,1-4457-9816-6,1
8659,1-107-39856-8,3
8660,1-4457-9816-6,1
8660,1-59157-301-7,2
8660,1-84426-958-2,1
8660,0-8189-0617-0,2
8660,1-60642-190-5,4
8660,0-383-11312-1,1
8660,1-5339-0165-1,3
8660,0-9878492-7-1,2
8660,0-87173-237-8,2
8661,0-7141-8546-9,2
8661,0-18-258946-3,3
8661,1-4407-1966-7,2
8661,1-00-166641-0,2
8661,1-237-95200-X,4
8662,1-83164-707-9,4
8662,1-70408-579-9,1
8662,0-8216-5501-9,2
8663,1-01-376732-2,1
8663,0-18-258946-3,1
8664,1-4407-1966-7,1
8664,0-9514693-2-0,3
8664,0-7631-7289-8,4
8664,0-257-20790-2,3
8664,0-383-11312-1,1
8664,0-18-258946-3,3
8664,0-06-087973-4,1
8664,0-16-871315-2,2
8664,1-60642-190-5,4
8665,1-208-92581-4,3
8665,1-84426-958-2,1
8666,1-67482-003-8,2
8666,0-8216-5501-9,2
8666,0-12-286448-4,4
8666,0-688-92085-3,2
8666,1-354-00803-0,2
8666,0-577-58554-1,4
8667,1-208-92581-4,2
8667,0-14-678009-4,1
8667,1-4467-6096-0,1
8667,0-248-44413-1,2
8668,1-207-93326-0,4
8668,0-365-25576-9,1
8668,1-64504-451-3,2
8668,1-222-32214-5,4
8668,0-311-52527-X,2
8668,1-118-05964-6,2
8668,1-227-05897-7,1
8668,0-87173-237-8,3
8669,1-60642-190-5,2
8669,1-237-95200-X,3
8669,0-05-597353-1,3
8669,0-668-16718-1,3
8669,0-493-95641-7,3
8670,0-9514693-2-0,4
8670,1-5220-1394-6,4
8670,1-5339-0165-1,2
8670,1-83164-707-9,2
8670,0-302-41872-5,1
8670,1-82092-463-7,2
8670,0-8007-9637-3,3
8671,0-8216-5501-9,2
8671,1-278-82083-3,3
8671,0-12-286448-4,1
8671,0-476-73108-9,4
8671,0-8007-9637-3,1
8672,1-4274-3175-2,4
8672,1-84426-958-2,3
8672,0-458-05510-7,4
8672,0-257-20790-2,2
8672,1-9751-8430-0,4
8672,1-4494-5955-2,2
8672,0-8153-0450-1,4
8673,0-01-717479-1,2
8673,1-207-93326-0,1
8673,1-66068-167-7,3
8673,0-12-286448-4,2
8673,0-592-74293-8,2
8673,0-8216-5501-9,1
8674,0-232-08154-9,4
8674,1-00-096050-1,4
8674,0-14-678009-4,1
8675,1-129-18864-7,1
8675,1-4545-6428-8,1
8676,1-890677-17-5,3
8676,1-59157-301-7,3
8676,0-16-871315-2,2
8676,1-118-05964-6,2
8676,0-7141-8546-9,3
8677,0-668-16718-1,3
8677,0-14-678009-4,2
8678,0-16-871315-2,3
8678,1-5437-3256-9,3
8678,0-458-05510-7,1
8678,0-289-91901-0,2
8678,0-351-94756-6,1
8678,1-60642-190-5,4
8678,1-933260-00-9,3
8678,0-476-73108-9,3
8678,0-383-11312-1,4
8679,1-229-04757-3,3
8679,1-64504-451-3,2
8679,1-239-86834-0,1
8680,0-02-380423-8,1
8680,1-222-32214-5,2
8680,1-4476-3417-9,3
8680,0-239-93663-9,4
8680,0-8153-0450-1,3
8680,0-458-05510-7,1
8680,1-4407-1966-7,3
8681,0-469-21982-3,4
8681,1-4257-3976-8,3
8681,0-232-08154-9,3
8681,0-489-42461-9,1
8681,0-7631-7289-8,3
8681,0-942663-19-5,4
8682,1-83164-707-9,3
8682,1-4083-0399-X,2
8682,0-592-74293-8,4
8682,1-67482-003-8,4
8682,1-84426-958-2,4
8682,0-469-21982-3,2
8682,0-8007-9637-3,2
8682,1-320-98453-3,3
8683,0-682-99878-8,1
8683,0-248-44413-1,2
8683,0-311-52527-X,3
8683,1-64504-451-3,1
8683,1-5339-0165-1,2
8683,1-890677-17-5,2
8683,0-302-41872-5,3
8684,1-4476-3417-9,3
8684,1-59157-301-7,4
8685,0-257-20790-2,4
8685,1-00-096050-1,3
8685,1-59157-301-7,1
8685,0-942663-19-5,1
8685,0-489-42461-9,4
8686,1-890677-17-5,3
8686,1-320-98453-3,4
8686,0-06-087973-4,1
8687,0-8189-0617-0,4
8687,0-87173-237-8,4
8687,1-4083-0399-X,1
8687,1-222-32214-5,3
8687,0-942663-19-5,1
8687,1-04-310548-4,1
8687,0-596-89331-0,3
8687,0-351-94756-6,4
8688,1-208-92581-4,1
8688,1-00-096050-1,2
8688,1-158-30233-9,1
8688,1-890677-17-5,4
8688,1-00-166641-0,2
8688,0-7631-7289-8,2
8689,0-05-597353-1,2
8689,0-7127-8604-X,2
8689,0-12-286448-4,1
8690,0-351-94756-6,4
8690,1-4494-5955-2,4
8690,0-668-16718-1,1
8690,0-311-52527-X,4
8690,0-239-93663-9,3
8690,1-4467-6096-0,2
8690,1-04-310548-4,4
8691,1-66068-167-7,2
8691,1-4407-1966-7,1
8691,0-9878492-7-1,4
8692,1-66068-167-7,1
8692,1-129-18864-7,3
8692,0-8007-9637-3,4
8693,0-365-25576-9,3
8693,1-4467-6096-0,1
8693,0-18-258946-3,4
8693,0-383-11312-1,1
8693,0-7631-7289-8,4
8693,0-7141-8546-9,3
8693,1-82092-463-7,1
8693,1-207-93326-0,3
8693,0-86177-963-0,3
8694,1-64504-451-3,4
8694,1-184-45618-6,4
8694,1-82092-463-7,3
8694,1-207-93326-0,4
8694,1-60642-190-5,1
8694,0-8189-0617-0,3
8695,0-7141-8546-9,4
8695,1-164-11369-0,1
8695,0-8189-0617-0,1
8695,0-239-93663-9,2
8695,1-67777-184-4,3
8695,0-88310-438-5,1
8695,1-83164-707-9,1
8695,1-965813-56-9,1
8695,0-596-89331-0,4
8696,1-83164-707-9,1
8696,0-7631-7289-8,4
8696,0-8153-0450-1,3
8696,1-227-05897-7,3
8696,1-5437-3256-9,3
8696,0-302-41872-5,2
8696,0-688-92085-3,2
8696,0-539-97347-5,3
8697,0-7141-8546-9,3
8697,1-207-93326-0,1
8697,0-16-871315-2,2
8697,1-237-95200-X,3
8697,0-596-89331-0,2
8697,1-59157-301-7,4
8698,0-9514693-2-0,2
8698,1-5220-1394-6,3
8698,1-67482-003-8,2
8699,0-489-42461-9,3
8699,0-232-08154-9,2
8699,1-107-39856-8,1
8699,1-01-376732-2,2
8699,1-933260-00-9,3
8699,1-9751-8430-0,4
8699,1-04-310548-4,3
8699,1-84426-958-2,1
8699,1-4257-3976-8,1
8700,1-164-11369-0,3
8700,1-158-30233-9,4
8700,0-8007-9637-3,3
8700,1-933260-00-9,2
8700,1-56486-493-6,4
8701,1-129-18864-7,2
8701,0-9514693-2-0,4
8701,1-04-310548-4,2
8701,0-682-99878-8,4
8701,0-87173-237-8,1
8701,0-577-58554-1,3
8702,1-4494-5955-2,1
8702,1-184-45618-6,3
8702,0-248-44413-1,4
8702,1-01-376732-2,3
8702,0-86177-963-0,1
8702,0-7141-8546-9,4
8702,0-592-74293-8,3
8702,1-59126-379-4,4
8703,0-87173-237-8,4
8703,1-67482-003-8,1
8703,1-59126-379-4,3
8703,1-4545-6428-8,4
8703,0-7631-7289-8,2
8703,0-8189-0617-0,1
8704,0-14-678009-4,2
8704,0-539-97347-5,2
8704,1-00-096050-1,1
8704,1-227-05897-7,3
8704,1-5437-3256-9,4
8705,1-239-86834-0,4
8705,1-222-32214-5,1
8705,0-02-947686-0,4
8705,0-365-25576-9,1
8706,1-320-98453-3,2
8706,1-118-05964-6,2
8707,0-383-11312-1,4
8707,0-493-95641-7,3
8707,0-9514693-2-0,1
8707,1-222-32214-5,1
8707,1-4476-3417-9,1
8707,0-9878492-7-1,4
8707,1-4545-6428-8,4
8707,0-469-21982-3,1
8708,1-229-04757-3,1
8708,0-351-94756-6,4
8708,0-7141-8546-9,1
8708,0-577-58554-1,1
8708,1-75223-297-6,4
8708,0-12-286448-4,1
8708,0-7631-7289-8,3
8708,0-9514693-2-0,2
8709,0-447-44840-4,2
8709,1-354-00803-0,4
8709,1-4257-3976-8,3
8709,0-539-97347-5,2
8709,1-4083-0399-X,4
8709,1-60642-190-5,4
8709,1-164-11369-0,4
8709,1-5339-0165-1,2
8710,1-4476-3417-9,2
8710,0-7631-7289-8,3
8710,0-667-81667-4,2
8710,0-01-717479-1,1
8710,1-4457-9816-6,1
8710,1-237-95200-X,4
8711,1-70408-579-9,2
8711,1-118-05964-6,3
8712,1-4476-3417-9,1
8712,1-164-11369-0,3
8712,1-4274-3175-2,3
8712,0-7631-7289-8,4
8712,0-489-42461-9,3
8712,1-237-95200-X,1
8712,1-59126-379-4,2
8713,0-01-717479-1,4
8713,1-227-05897-7,2
8713,0-682-99878-8,3
8713,0-447-44840-4,3
8713,0-7141-8546-9,4
8713,0-289-91901-0,4
8713,0-8153-0450-1,4
8714,1-59157-301-7,4
8714,0-248-44413-1,2
8714,1-164-11369-0,4
8714,1-75223-297-6,2
8714,1-278-82083-3,4
8714,1-222-32214-5,2
8715,1-933260-00-9,2
8715,1-884638-12-0,4
8715,1-4407-1966-7,1
8715,1-83164-707-9,2
8715,1-71447-910-2,1
8715,0-01-717479-1,4
8716,1-237-95200-X,1
8716,1-890677-17-5,1
8716,1-01-376732-2,3
8716,1-164-11369-0,3
8716,1-60642-190-5,3
8716,0-682-99878-8,1
8716,1-278-82083-3,3
8716,0-577-58554-1,2
8716,1-4476-3417-9,4
8717,0-592-74293-8,1
8717,0-469-21982-3,3
8717,0-942663-19-5,2
8718,1-70408-579-9,2
8718,0-87173-237-8,2
8718,0-668-16718-1,2
8718,1-229-04757-3,4
8718,0-239-93663-9,2
8718,0-7141-8546-9,3
8718,1-890677-17-5,4
8719,1-4494-5955-2,1
8719,1-4274-3175-2,4
8719,1-160-77306-8,4
8719,1-164-11369-0,2
8719,0-86177-963-0,2
8719,1-67482-003-8,3
8719,0-16-871315-2,4
8720,0-01-717479-1,4
8720,1-4476-3417-9,3
8720,0-489-42461-9,2
8720,0-596-89331-0,3
8720,1-278-82083-3,2
8720,0-8007-9637-3,3
8720,1-884638-12-0,2
8721,1-5220-1394-6,2
8721,0-596-89331-0,3
8722,1-164-11369-0,1
8722,1-4545-6428-8,4
8722,0-16-871315-2,4
8722,1-60642-190-5,3
8722,1-5220-1394-6,3
8722,1-4494-5955-2,1
8723,1-64504-451-3,4
8723,0-682-99878-8,3
8723,0-7141-8546-9,2
8723,0-688-92085-3,4
8724,1-107-39856-8,3
8724,1-5220-1394-6,2
8724,1-66068-167-7,2
8724,1-4274-3175-2,2
8724,0-87173-237-8,2
8724,0-682-99878-8,1
8725,0-88310-438-5,1
8725,1-227-05897-7,3
8725,1-320-98453-3,2
8725,0-02-947686-0,3
8726,1-00-166641-0,4
8726,0-18-258946-3,4
8726,1-933260-00-9,3
8726,1-129-18864-7,1
8726,1-69103-395-2,2
8726,1-237-95200-X,4
8726,1-4274-3175-2,4
8726,0-02-947686-0,4
8727,0-8189-0617-0,1
8727,1-4545-6428-8,3
8727,1-184-45618-6,1
8727,1-5220-1394-6,1
8727,0-289-91901-0,4
8727,0-9514693-2-0,3
8727,0-596-89331-0,3
